Date,Open,High,Low,Close,Adj Close,Volume
2011-02-28,3470.626953,3683.470947,3465.604980,3678.674072,3678.564941,52508015000
2011-03-31,3679.045898,3824.068115,3671.180908,3819.617920,3819.504639,51775824400
2011-04-30,3819.803955,3872.952881,3760.791992,3836.967041,3836.853271,92327768800
2011-05-31,3837.177002,3896.163086,3704.583984,3888.569092,3888.453613,61102879000
2011-06-30,3888.201904,4177.738770,3888.201904,4130.799805,4130.677246,77771733400
2011-07-31,4131.731934,4195.724121,3590.941895,3841.730957,3841.616943,72399600800
2011-08-31,3841.730957,4028.483887,3217.950928,3549.031982,3548.926514,54811268800
2011-09-30,3548.115967,3875.112061,3256.441895,3790.846924,3790.734375,75537829600
2011-10-31,3790.114990,3859.097900,3618.968994,3715.080078,3714.969727,50759519800
2011-11-30,3715.443115,3825.962891,3666.249023,3821.991943,3821.878662,40142565600
2011-12-31,3808.688965,4038.784912,3808.688965,3941.693115,3941.576172,55666096600
2012-01-31,3941.782959,4040.082031,3838.539063,3985.209961,3985.091797,52493035200
2012-02-29,3985.030029,4129.333008,3929.194092,4121.550781,4121.428223,33223493000
2012-03-31,4121.819824,4232.922852,4109.318848,4180.731934,4180.607910,70171301800
2012-04-30,4181.090820,4234.733887,3810.391113,3832.823975,3832.710205,52239910000
2012-05-31,3820.381104,3971.084961,3635.282959,3955.576904,3955.459473,33249221200
2012-06-30,3976.711914,4149.708984,3963.468994,4142.336914,4142.213867,36226039600
2012-07-31,4129.814941,4183.028809,3978.077881,4060.331055,4060.210449,27696006800
2012-08-31,4052.885986,4272.829102,4047.280029,4262.561035,4262.434570,42130136200
2012-09-30,4249.685059,4366.855957,4214.519043,4350.291016,4350.161621,58654133000
2012-10-31,4331.749023,4381.746094,4255.267090,4276.141113,4276.014160,34515598800
2012-11-30,4277.187012,4340.261230,4222.130859,4316.687012,4316.558594,37336733000
2012-12-31,4322.582031,4472.107910,4298.611816,4453.703125,4453.570801,46647148200
2013-01-31,4458.598145,4795.789063,4457.446777,4795.789063,4795.646484,44086729600
2013-02-28,4798.490234,4940.985840,4721.315918,4940.985840,4940.839355,41871168800
2013-03-31,4927.124023,5034.070801,4864.863770,5034.070801,5033.921387,57888441200
2013-04-30,5020.195801,5251.295898,4907.597168,5068.627930,5068.477539,49691693200
2013-05-31,5053.544922,5055.832031,4373.376953,4818.895020,4818.751953,45230439200
2013-06-30,4757.182129,4815.725098,4403.799805,4610.376953,4610.239746,44964721900
2013-07-31,4618.963867,4718.103027,3837.735107,4195.088867,4194.964355,66942192500
2013-08-31,4196.721191,4791.765137,4012.680908,4316.175781,4316.047363,92523051900
2013-09-30,4314.960938,4611.264160,4314.960938,4510.630859,4510.497070,73035132500
2013-10-31,4473.729980,4518.653809,4202.918945,4256.436035,4256.310059,63113145000
2013-11-30,4269.077148,4331.589844,4109.309082,4274.176758,4274.049805,55700469000
2013-12-31,4294.495117,4510.215820,4161.192871,4418.756836,4418.625488,55427112600
2014-01-31,4407.000000,4665.267090,4320.783203,4620.215820,4620.078613,69935300400
2014-02-28,4589.624023,4903.497070,4567.759766,4768.276855,4768.135254,87284636400
2014-03-31,4796.162109,4933.112793,4721.596191,4840.145996,4840.002441,76673742100
2014-04-30,4845.340820,5091.316895,4828.216797,4893.908203,4893.763184,62426319200
2014-05-31,4900.973145,4971.945801,4835.037109,4878.582031,4878.437012,59399840700
2014-06-30,4877.649902,5165.416016,4862.419922,5088.801758,5088.650879,76992830300
2014-07-31,5076.227051,5223.975098,5043.524902,5136.862793,5136.709961,71651853900
2014-08-31,5159.942871,5262.567871,5082.727051,5137.579102,5137.426270,78633212300
2014-09-30,5148.574219,5165.394043,4900.717773,5089.546875,5089.395996,75967911400
2014-10-31,5102.537109,5157.083984,4965.387207,5149.888184,5149.735352,80043521000
2014-11-30,5150.379883,5226.946777,5005.274902,5226.946777,5226.791504,96613060000
2014-12-31,5233.795898,5325.039063,5121.814941,5289.403809,5289.246582,94219872800
2015-01-31,5277.153809,5464.219238,5254.036133,5450.293945,5450.132324,78908016300
2015-02-28,5452.831055,5518.674805,5350.470215,5518.674805,5518.510742,96820780500
2015-03-31,5516.797852,5524.036133,5015.007813,5086.424805,5086.273926,87512382900
2015-04-30,5093.333984,5347.132813,5089.417969,5216.378906,5216.224121,74841895900
2015-05-31,5212.133789,5215.549805,4826.129883,4910.658203,4910.512207,66490581700
2015-06-30,4924.065918,4982.910156,4711.491211,4802.528809,4802.386230,61536178700
2015-07-31,4778.043945,4868.074219,4111.111816,4509.606934,4509.473145,69686518600
2015-08-31,4484.204102,4484.789063,4033.586914,4223.908203,4223.783203,68705625400
2015-09-30,4231.410156,4696.157227,4207.798828,4455.180176,4455.047852,89096456900
2015-10-31,4442.418945,4621.255859,4395.965820,4446.458008,4446.326172,58142315500
2015-11-30,4504.222168,4595.513184,4330.759766,4593.007813,4592.871582,44268983400
2015-12-31,4580.165039,4639.236816,4408.804199,4615.163086,4615.025879,51540959900
2016-01-31,4620.151855,4803.608887,4545.140137,4770.956055,4770.814453,61740009900
2016-02-29,4760.235840,4908.259766,4757.799805,4845.371094,4845.227051,81119384900
2016-03-31,4843.394043,4920.402832,4766.814941,4838.583008,4838.439453,84316471600
2016-04-30,4828.962891,4845.124023,4690.558105,4796.869141,4796.726563,64177101700
2016-05-31,4801.853027,5033.242188,4754.356934,5016.646973,5016.498535,99470404800
2016-06-30,5027.617188,5334.121094,4971.581055,5215.994141,5215.839355,79617343200
2016-07-31,5280.209961,5476.220215,5279.585938,5386.082031,5385.922363,126376256000
2016-08-31,5368.516113,5474.307129,5128.167969,5364.804199,5364.645020,96836257400
2016-09-30,5403.859863,5482.841797,5332.080078,5422.541992,5422.381348,106498548700
2016-10-31,5430.745117,5491.701172,5043.351074,5148.910156,5148.910156,150673112600
2016-11-30,5168.633789,5334.787109,5022.848145,5296.710938,5296.710938,1235733000
2016-12-31,5290.388184,5360.061035,5228.286133,5294.103027,5294.103027,2453053100
2017-01-31,5319.943848,5418.375977,5317.495117,5386.691895,5386.691895,3216845000
2017-02-28,5389.167969,5606.024902,5350.910156,5568.105957,5568.105957,1766313600
2017-03-31,5583.345215,5726.529785,5577.486816,5685.297852,5685.297852,1229812800
2017-04-30,5703.867188,5874.438965,5577.521973,5738.154785,5738.154785,1289370400
2017-05-31,5749.420898,5831.339844,5668.722168,5829.708008,5829.708008,723336100
2017-06-30,5846.603027,5910.236816,5756.513184,5840.938965,5840.938965,959742600
2017-07-31,5853.505859,5916.820801,5749.291992,5864.059082,5864.059082,1267802200
2017-08-31,5858.209961,5928.786133,5774.307129,5900.854004,5900.854004,1078401500
2017-09-30,5917.751953,6042.449219,5860.761230,6005.784180,6005.784180,1322968600
2017-10-31,6017.041992,6098.778809,5952.138184,5952.138184,5952.138184,1299946900
2017-11-30,6053.025879,6368.321777,5952.138184,6355.653809,6355.653809,982689900
2017-12-31,6366.083008,6686.347168,6220.694824,6605.630859,6605.630859,1837380300
2018-01-31,6625.354004,6693.465820,6426.764160,6597.217773,6597.217773,1994153100
2018-02-28,6605.313965,6630.128906,6085.205078,6188.986816,6188.986816,1619006400
2018-03-31,6194.513184,6380.354004,5885.341797,5994.595215,5994.595215,1321533900
2018-04-30,6012.237793,6095.009766,5716.645996,5983.586914,5983.586914,1050112100
2018-05-31,6014.818848,6116.433105,5661.007813,5799.236816,5799.236816,536820200
2018-06-30,5828.495117,6027.936035,5557.558105,5936.442871,5936.442871,1280977900
2018-07-31,5952.938965,6117.292969,5689.936035,6018.459961,6018.459961,1219849900
2018-08-31,6025.411133,6026.915039,5621.604004,5976.553223,5976.553223,1049696700
2018-09-30,5950.857910,5982.064941,5623.842773,5831.649902,5831.649902,1493407000
2018-10-31,5855.222168,5996.840820,5815.756836,5874.153809,5874.153809,425099300
